918,1963,7.24,Pink,Japanese Ash,Wenge,Maple,maple,Burstbucker,Burstbucker,Burstbucker,True
336,1993,9.35,Chocolate,Swamp Ash,Maple,Rosewood,walnut,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,False
724,1948,11.31,Pink,Japanese Ash,Maple,Maple,maple,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,False
904,1948,9.58,SteelBlue,Mahogany,Mahogany,Maple,maple,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,True
491,1950,12.2,Pink,Maple,Koa,Rosewood,maple,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,False
488,1992,5.94,MediumBlue,Basswood,Mahogany,Maple,maple,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,True
165,1989,5.12,Navy,Swamp Ash,Wenge,Ebony,maple,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,False
282,1985,6.55,FireBrick,Korina,Mahogany,Rosewood,walnut,Burstbucker,Burstbucker,Burstbucker,True
563,1994,10.39,DarkSlateGray,Alder,Rosewood,Maple,walnut,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,False
217,1947,9.03,Peru,Walnut,Maple,Maple,maple,EMG-81 Humbucking Active,EMG-81 Humbucking Active,EMG-81 Humbucking Active,False
931,1966,8.48,SaddleBrown,Japanese Ash,Mahogany,Maple,walnut,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,False
303,1954,5.76,LightSeaGreen,Swamp Ash,Koa,Maple,maple,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,False
604,1958,5.02,MediumSlateBlue,Japanese Ash,Rosewood,Maple,walnut,490R & 490T,490R & 490T,490R & 490T,False
73,1967,5.46,Brown,Alder,Koa,Maple,maple,Dirty Fingers,Dirty Fingers,Dirty Fingers,True
833,1994,8.08,SpringGreen,Walnut,Wenge,Maple,maple,Lollar Imperial Humbucker,Lollar Imperial Humbucker,Lollar Imperial Humbucker,True
322,1948,11.12,Navy,Alder,Mahogany,Rosewood,walnut,Fishman Rare Earth,Fishman Rare Earth,Fishman Rare Earth,True
305,1948,11.28,LightGray,Walnut,Mahogany,Maple,walnut,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,False
423,1967,7.24,Gray,Korina,Wenge,Rosewood,walnut,Lollar Imperial Humbucker,Lollar Imperial Humbucker,Lollar Imperial Humbucker,False
948,1970,6.11,Gainsboro,Japanese Ash,Rosewood,Rosewood,maple,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,True
697,1981,7.52,FireBrick,Alder,Rosewood,Rosewood,maple,490R & 490T,490R & 490T,490R & 490T,False
557,1984,11.85,Turquoise,Maple,Maple,Maple,walnut,490R & 490T,490R & 490T,490R & 490T,True
205,1972,11.9,MediumAquaMarine,Japanese Ash,Maple,Rosewood,walnut,490R & 490T,490R & 490T,490R & 490T,False
674,1974,9.03,LightSeaGreen,Korina,Mahogany,Rosewood,maple,Burstbucker,Burstbucker,Burstbucker,False
443,1999,10.49,LightYellow,Korina,Wenge,Ebony,maple,490R & 490T,490R & 490T,490R & 490T,False
851,1968,11.48,PapayaWhip,Maple,Wenge,Ebony,maple,Lollar Precision Bass,Lollar Precision Bass,Lollar Precision Bass,False
412,1947,8.97,NavajoWhite,Japanese Ash,Wenge,Ebony,maple,Lollar Imperial Humbucker,Lollar Imperial Humbucker,Lollar Imperial Humbucker,False
483,1960,7,Plum,Walnut,Koa,Maple,walnut,EMG-81 Humbucking Active,EMG-81 Humbucking Active,EMG-81 Humbucking Active,False
85,1966,6.54,Beige,Walnut,Koa,Ebony,walnut,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,False
325,1992,6.28,LightSlateGray,Japanese Ash,Rosewood,Ebony,walnut,490R & 490T,490R & 490T,490R & 490T,True
567,1954,6.89,Navy,Walnut,Mahogany,Rosewood,maple,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,True
293,1952,10.19,DarkOrchid,Swamp Ash,Rosewood,Rosewood,maple,Dirty Fingers,Dirty Fingers,Dirty Fingers,True
358,1952,10.07,CadetBlue,Korina,Wenge,Rosewood,maple,Lollar Precision Bass,Lollar Precision Bass,Lollar Precision Bass,True
493,1960,10.74,PaleGreen,Japanese Ash,Maple,Maple,maple,EMG-81 Humbucking Active,EMG-81 Humbucking Active,EMG-81 Humbucking Active,True
943,1959,9.53,Teal,Swamp Ash,Mahogany,Ebony,maple,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,True
327,1958,5.16,SkyBlue,Korina,Wenge,Ebony,maple,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,True
825,1984,7.29,Olive,Japanese Ash,Koa,Ebony,walnut,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,False
513,1960,9.9,Navy,Alder,Maple,Maple,walnut,Fishman Rare Earth,Fishman Rare Earth,Fishman Rare Earth,False
22,1961,11.41,Fuchsia,Korina,Mahogany,Maple,maple,Fishman Rare Earth,Fishman Rare Earth,Fishman Rare Earth,False
579,1987,9.01,PaleVioletRed,Basswood,Maple,Rosewood,walnut,Burstbucker,Burstbucker,Burstbucker,False
895,1950,7.8,DarkCyan,Alder,Mahogany,Maple,maple,Fender Vintage Noiseless,Fender Vintage Noiseless,Fender Vintage Noiseless,True
725,1991,6.01,Violet,Maple,Mahogany,Rosewood,maple,Burstbucker,Burstbucker,Burstbucker,False
524,1963,11.76,DarkSalmon,Swamp Ash,Mahogany,Rosewood,maple,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,True
45,1961,11.74,MidnightBlue,Maple,Maple,Rosewood,maple,496 & 500T,496 & 500T,496 & 500T,False
248,1997,11.26,DarkMagenta,Japanese Ash,Maple,Maple,walnut,EMG-81 Humbucking Active,EMG-81 Humbucking Active,EMG-81 Humbucking Active,True
813,1974,8.51,Thistle,Swamp Ash,Mahogany,Ebony,walnut,Lollar Precision Bass,Lollar Precision Bass,Lollar Precision Bass,True
230,1988,6.78,SkyBlue,Alder,Maple,Ebony,maple,Fender Vintage,Fender Vintage,Fender Vintage,True
635,1990,5.61,DodgerBlue,Swamp Ash,Maple,Ebony,walnut,Dirty Fingers,Dirty Fingers,Dirty Fingers,True
502,1990,12.36,SaddleBrown,Basswood,Mahogany,Ebony,maple,EMG-81 Humbucking Active,EMG-81 Humbucking Active,EMG-81 Humbucking Active,False
329,1990,10.42,SaddleBrown,Mahogany,Rosewood,Ebony,maple,490R & 490T,490R & 490T,490R & 490T,False
475,1986,6.37,DarkGoldenRod,Basswood,Wenge,Ebony,walnut,Fender Vintage Noiseless,Fender Vintage Noiseless,Fender Vintage Noiseless,True
262,1949,12.25,HoneyDew,Basswood,Wenge,Maple,walnut,Burstbucker,Burstbucker,Burstbucker,False
362,1969,8.74,LightBlue,Basswood,Wenge,Rosewood,maple,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,False
960,1968,11.38,DarkSlateBlue,Maple,Maple,Maple,maple,Fender Vintage Noiseless,Fender Vintage Noiseless,Fender Vintage Noiseless,False
834,1974,10.48,MediumSlateBlue,Walnut,Wenge,Ebony,walnut,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,True
162,1976,6.14,Brown,Japanese Ash,Rosewood,Maple,walnut,EMG 85 Active,EMG 85 Active,EMG 85 Active,True
649,1955,9.55,MistyRose,Maple,Wenge,Ebony,walnut,Lollar Precision Bass,Lollar Precision Bass,Lollar Precision Bass,True
837,1990,8.36,SteelBlue,Maple,Rosewood,Ebony,walnut,EMG-81 Humbucking Active,EMG-81 Humbucking Active,EMG-81 Humbucking Active,True
696,1992,5.5,Brown,Basswood,Rosewood,Maple,walnut,EMG 85 Active,EMG 85 Active,EMG 85 Active,True
40,1954,9.46,MediumSlateBlue,Walnut,Wenge,Ebony,walnut,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,True
745,1945,11.17,DarkOliveGreen,Japanese Ash,Mahogany,Maple,walnut,Dirty Fingers,Dirty Fingers,Dirty Fingers,False
489,1982,7.95,Maroon,Japanese Ash,Maple,Ebony,maple,Fender Vintage Noiseless,Fender Vintage Noiseless,Fender Vintage Noiseless,False
280,1966,7.39,Chartreuse,Mahogany,Koa,Rosewood,maple,Dirty Fingers,Dirty Fingers,Dirty Fingers,False
985,1954,5.94,Cornsilk,Maple,Maple,Maple,maple,Fender Vintage Noiseless,Fender Vintage Noiseless,Fender Vintage Noiseless,True
392,1949,5.79,OldLace,Korina,Maple,Maple,walnut,EMG-81 Humbucking Active,EMG-81 Humbucking Active,EMG-81 Humbucking Active,False
148,1969,9.55,LightYellow,Korina,Koa,Ebony,maple,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,False
828,1964,5.15,Ivory,Mahogany,Wenge,Ebony,maple,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,True
624,1951,5.75,LightSalmon,Japanese Ash,Koa,Ebony,maple,Lollar Precision Bass,Lollar Precision Bass,Lollar Precision Bass,True
755,1982,9.6,GreenYellow,Swamp Ash,Mahogany,Rosewood,maple,Fender Vintage,Fender Vintage,Fender Vintage,True
108,1991,11.62,Sienna,Swamp Ash,Koa,Ebony,maple,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,True
49,1958,11.08,LightSeaGreen,Mahogany,Koa,Rosewood,maple,EMG 85 Active,EMG 85 Active,EMG 85 Active,True
551,1992,8.09,CadetBlue,Swamp Ash,Koa,Rosewood,walnut,EMG 85 Active,EMG 85 Active,EMG 85 Active,False
655,1968,12.4,PaleTurquoise,Basswood,Koa,Rosewood,walnut,Lollar Imperial Humbucker,Lollar Imperial Humbucker,Lollar Imperial Humbucker,False
277,1959,6.42,PowderBlue,Mahogany,Koa,Rosewood,walnut,Fishman Rare Earth,Fishman Rare Earth,Fishman Rare Earth,False
721,1972,10.06,Olive,Basswood,Mahogany,Ebony,walnut,EMG-81 Humbucking Active,EMG-81 Humbucking Active,EMG-81 Humbucking Active,True
991,1975,10.53,DarkSalmon,Japanese Ash,Mahogany,Maple,walnut,EMG 85 Active,EMG 85 Active,EMG 85 Active,False
487,1987,11.45,SeaShell,Walnut,Koa,Ebony,maple,Fishman Rare Earth,Fishman Rare Earth,Fishman Rare Earth,False
537,1976,11.46,Turquoise,Swamp Ash,Maple,Maple,walnut,496 & 500T,496 & 500T,496 & 500T,False
520,1992,8.22,PaleVioletRed,Swamp Ash,Maple,Rosewood,maple,Dirty Fingers,Dirty Fingers,Dirty Fingers,False
814,1998,6.61,MistyRose,Basswood,Wenge,Ebony,walnut,EMG 85 Active,EMG 85 Active,EMG 85 Active,True
201,1952,9.29,OrangeRed,Korina,Wenge,Rosewood,maple,Fender Vintage Noiseless,Fender Vintage Noiseless,Fender Vintage Noiseless,False
86,1945,5.79,LightSkyBlue,Swamp Ash,Mahogany,Rosewood,walnut,'57 Classic,'57 Classic,'57 Classic,False
659,1984,7.59,DeepSkyBlue,Maple,Mahogany,Rosewood,maple,EMG-81 Humbucking Active,EMG-81 Humbucking Active,EMG-81 Humbucking Active,False
220,1967,8.3,YellowGreen,Maple,Mahogany,Maple,walnut,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,False
891,1947,8.11,White,Mahogany,Rosewood,Rosewood,walnut,'57 Classic,'57 Classic,'57 Classic,False
231,1954,8.82,YellowGreen,Mahogany,Koa,Rosewood,walnut,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,True
269,1982,5.58,DeepPink,Japanese Ash,Maple,Ebony,walnut,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,False
247,1945,9.58,DarkSeaGreen,Mahogany,Mahogany,Rosewood,walnut,EMG-81 Humbucking Active,EMG-81 Humbucking Active,EMG-81 Humbucking Active,True
191,1982,12.34,DarkMagenta,Alder,Wenge,Maple,walnut,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,True
246,1979,10.33,DarkKhaki,Japanese Ash,Rosewood,Maple,maple,EMG 85 Active,EMG 85 Active,EMG 85 Active,True
258,1979,5.5,LawnGreen,Korina,Mahogany,Maple,maple,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,True
206,1959,7.12,WhiteSmoke,Alder,Wenge,Ebony,walnut,Lollar Precision Bass,Lollar Precision Bass,Lollar Precision Bass,True
629,1997,11.78,MediumSlateBlue,Maple,Maple,Maple,walnut,Dirty Fingers,Dirty Fingers,Dirty Fingers,True
859,1984,10.61,Turquoise,Walnut,Mahogany,Ebony,walnut,EMG-81 Humbucking Active,EMG-81 Humbucking Active,EMG-81 Humbucking Active,False
42,1960,6.93,AntiqueWhite,Basswood,Koa,Ebony,walnut,EMG-81 Humbucking Active,EMG-81 Humbucking Active,EMG-81 Humbucking Active,False
408,1978,10.43,SeaGreen,Maple,Rosewood,Rosewood,maple,Lollar Imperial Humbucker,Lollar Imperial Humbucker,Lollar Imperial Humbucker,False
127,1963,7.68,DarkSeaGreen,Korina,Wenge,Ebony,walnut,Dirty Fingers,Dirty Fingers,Dirty Fingers,True
793,1991,9.97,SeaShell,Japanese Ash,Rosewood,Ebony,walnut,Lollar Precision Bass,Lollar Precision Bass,Lollar Precision Bass,True
554,1987,8.43,PaleGreen,Japanese Ash,Mahogany,Rosewood,maple,Fender Vintage,Fender Vintage,Fender Vintage,True
791,1972,7.26,Cornsilk,Japanese Ash,Koa,Ebony,walnut,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,True
546,1950,8.49,SaddleBrown,Walnut,Wenge,Maple,maple,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,True
215,1991,8.97,MediumPurple,Maple,Koa,Rosewood,maple,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,True
678,1962,10.44,Thistle,Basswood,Mahogany,Ebony,walnut,Lollar Precision Bass,Lollar Precision Bass,Lollar Precision Bass,False
453,1971,10.35,LightGray,Japanese Ash,Mahogany,Rosewood,walnut,Fender Vintage,Fender Vintage,Fender Vintage,False
665,1981,5.62,DarkSlateBlue,Alder,Mahogany,Maple,maple,Lollar Precision Bass,Lollar Precision Bass,Lollar Precision Bass,True
467,1970,6.47,AntiqueWhite,Maple,Koa,Rosewood,walnut,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,False
648,1965,6.63,PeachPuff,Maple,Koa,Ebony,walnut,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,False
560,1975,11.73,RoyalBlue,Japanese Ash,Maple,Maple,maple,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,False
176,1958,5.01,LavenderBlush,Alder,Mahogany,Maple,maple,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,False
838,1995,6.2,LightSteelBlue,Japanese Ash,Rosewood,Maple,maple,490R & 490T,490R & 490T,490R & 490T,False
850,1958,9.75,MintCream,Korina,Wenge,Maple,walnut,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,False
986,1959,8.59,Navy,Mahogany,Rosewood,Rosewood,walnut,Lollar Precision Bass,Lollar Precision Bass,Lollar Precision Bass,True
216,1965,9.46,YellowGreen,Korina,Wenge,Rosewood,walnut,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,False
431,1975,11.33,LightGreen,Swamp Ash,Maple,Ebony,maple,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,True
8,1966,6.99,Tomato,Maple,Maple,Ebony,maple,Burstbucker,Burstbucker,Burstbucker,True
460,1969,12.34,Yellow,Japanese Ash,Mahogany,Rosewood,walnut,490R & 490T,490R & 490T,490R & 490T,True
801,1978,10.86,SpringGreen,Korina,Wenge,Maple,maple,Lollar Precision Bass,Lollar Precision Bass,Lollar Precision Bass,True
737,1964,8.7,LightSkyBlue,Maple,Rosewood,Ebony,walnut,Lollar Imperial Humbucker,Lollar Imperial Humbucker,Lollar Imperial Humbucker,False
806,1961,11.44,LightSalmon,Korina,Koa,Maple,maple,490R & 490T,490R & 490T,490R & 490T,False
903,1981,11.12,MediumTurquoise,Maple,Mahogany,Ebony,walnut,EMG 85 Active,EMG 85 Active,EMG 85 Active,True
946,1953,7.97,DarkViolet,Alder,Maple,Rosewood,maple,490R & 490T,490R & 490T,490R & 490T,True
996,1982,11.91,Green,Japanese Ash,Mahogany,Rosewood,maple,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,False
601,1946,9.35,Violet,Basswood,Mahogany,Rosewood,walnut,EMG-81 Humbucking Active,EMG-81 Humbucking Active,EMG-81 Humbucking Active,False
214,1960,10.49,DarkRed,Basswood,Koa,Rosewood,walnut,Fender Vintage Noiseless,Fender Vintage Noiseless,Fender Vintage Noiseless,True
442,1968,6.8,SeaShell,Basswood,Maple,Ebony,walnut,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,False
